Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,"COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - OPERATIONS WITH SALES","COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES","COMMODITY TOTALS, OPERATIONS WITH SALES","COMMODITY TOTALS, INCL VALUE-ADDED, RETAIL, DIRECTLY MARKETED, HUMAN CONSUMPTION - SALES, MEASURED IN $","COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $","COMMODITY TOTALS, SALES, MEASURED IN $",Domain,Domain Category,Value,CV (%)
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTH CENTRAL,20,SULLIVAN,211,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,5,5,,,,TOTAL,NOT SPECIFIED,5,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTH CENTRAL,20,SULLIVAN,211,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,7000,7000,TOTAL,NOT SPECIFIED,"7,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,AUDRAIN,7,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,49,49,,,,TOTAL,NOT SPECIFIED,49,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,AUDRAIN,7,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,59000,59000,TOTAL,NOT SPECIFIED,"59,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,CLARK,45,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,12,12,,,,TOTAL,NOT SPECIFIED,12,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,CLARK,45,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,16000,16000,TOTAL,NOT SPECIFIED,"16,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,KNOX,103,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,6,6,,,,TOTAL,NOT SPECIFIED,6,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,KNOX,103,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,6000,6000,TOTAL,NOT SPECIFIED,"6,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,LEWIS,111,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,17,17,,,,TOTAL,NOT SPECIFIED,17,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,LEWIS,111,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,28000,28000,TOTAL,NOT SPECIFIED,"28,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,MARION,127,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,18,18,,,,TOTAL,NOT SPECIFIED,18,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,MARION,127,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,36000,36000,TOTAL,NOT SPECIFIED,"36,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,MONROE,137,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,18,18,,,,TOTAL,NOT SPECIFIED,18,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,MONROE,137,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,21000,21000,TOTAL,NOT SPECIFIED,"21,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,PIKE,163,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,19,19,,,,TOTAL,NOT SPECIFIED,19,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,PIKE,163,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,72000,72000,TOTAL,NOT SPECIFIED,"72,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,RALLS,173,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,12,12,,,,TOTAL,NOT SPECIFIED,12,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,RALLS,173,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,31000,31000,TOTAL,NOT SPECIFIED,"31,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,SCOTLAND,199,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,13,13,,,,TOTAL,NOT SPECIFIED,13,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,SCOTLAND,199,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,, (D),,TOTAL,NOT SPECIFIED, (D),
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,SHELBY,205,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,4,4,,,,TOTAL,NOT SPECIFIED,4,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHEAST,30,SHELBY,205,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,5000,5000,TOTAL,NOT SPECIFIED,"5,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,ANDREW,3,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,18,18,,,,TOTAL,NOT SPECIFIED,18,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,ANDREW,3,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,28000,28000,TOTAL,NOT SPECIFIED,"28,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,ATCHISON,5,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,11,11,,,,TOTAL,NOT SPECIFIED,11,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,ATCHISON,5,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,27000,27000,TOTAL,NOT SPECIFIED,"27,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,BUCHANAN,21,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,18,18,,,,TOTAL,NOT SPECIFIED,18,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,BUCHANAN,21,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,31000,31000,TOTAL,NOT SPECIFIED,"31,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,CALDWELL,25,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,15,15,,,,TOTAL,NOT SPECIFIED,15,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,CALDWELL,25,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,36000,36000,TOTAL,NOT SPECIFIED,"36,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,CLAY,47,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,55,55,,,,TOTAL,NOT SPECIFIED,55,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,CLAY,47,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,101000,101000,TOTAL,NOT SPECIFIED,"101,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,CLINTON,49,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,36,36,,,,TOTAL,NOT SPECIFIED,36,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,CLINTON,49,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,92000,92000,TOTAL,NOT SPECIFIED,"92,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,DAVIESS,61,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,22,22,,,,TOTAL,NOT SPECIFIED,22,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,DAVIESS,61,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,50000,50000,TOTAL,NOT SPECIFIED,"50,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,DE KALB,63,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,25,25,,,,TOTAL,NOT SPECIFIED,25,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,DE KALB,63,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,36000,36000,TOTAL,NOT SPECIFIED,"36,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,GENTRY,75,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,3,3,,,,TOTAL,NOT SPECIFIED,3,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,GENTRY,75,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,, (D),,TOTAL,NOT SPECIFIED, (D),
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,HARRISON,81,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,12,12,,,,TOTAL,NOT SPECIFIED,12,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,HARRISON,81,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,7000,7000,TOTAL,NOT SPECIFIED,"7,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,HOLT,87,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,9,9,,,,TOTAL,NOT SPECIFIED,9,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,HOLT,87,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,12000,12000,TOTAL,NOT SPECIFIED,"12,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,NODAWAY,147,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,18,18,,,,TOTAL,NOT SPECIFIED,18,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,NODAWAY,147,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,36000,36000,TOTAL,NOT SPECIFIED,"36,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,PLATTE,165,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,32,32,,,,TOTAL,NOT SPECIFIED,32,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,PLATTE,165,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,126000,126000,TOTAL,NOT SPECIFIED,"126,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,RAY,177,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,41,41,,,,TOTAL,NOT SPECIFIED,41,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,RAY,177,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,122000,122000,TOTAL,NOT SPECIFIED,"122,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,WORTH,227,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,6,6,,,,TOTAL,NOT SPECIFIED,6,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,NORTHWEST,10,WORTH,227,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,14000,14000,TOTAL,NOT SPECIFIED,"14,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,BOLLINGER,17,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,22,22,,,,TOTAL,NOT SPECIFIED,22,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,BOLLINGER,17,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,28000,28000,TOTAL,NOT SPECIFIED,"28,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,CARTER,35,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,8,8,,,,TOTAL,NOT SPECIFIED,8,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,CARTER,35,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,4000,4000,TOTAL,NOT SPECIFIED,"4,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,DENT,65,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,18,18,,,,TOTAL,NOT SPECIFIED,18,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,DENT,65,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,41000,41000,TOTAL,NOT SPECIFIED,"41,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,DOUGLAS,67,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,44,44,,,,TOTAL,NOT SPECIFIED,44,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,DOUGLAS,67,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,45000,45000,TOTAL,NOT SPECIFIED,"45,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,HOWELL,91,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,55,55,,,,TOTAL,NOT SPECIFIED,55,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,HOWELL,91,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,73000,73000,TOTAL,NOT SPECIFIED,"73,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,IRON,93,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,5,5,,,,TOTAL,NOT SPECIFIED,5,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,IRON,93,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,6000,6000,TOTAL,NOT SPECIFIED,"6,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,MADISON,123,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,13,13,,,,TOTAL,NOT SPECIFIED,13,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,MADISON,123,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,18000,18000,TOTAL,NOT SPECIFIED,"18,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,OREGON,149,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,36,36,,,,TOTAL,NOT SPECIFIED,36,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,OREGON,149,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,47000,47000,TOTAL,NOT SPECIFIED,"47,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,OZARK,153,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,15,15,,,,TOTAL,NOT SPECIFIED,15,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,OZARK,153,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,21000,21000,TOTAL,NOT SPECIFIED,"21,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,REYNOLDS,179,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,9,9,,,,TOTAL,NOT SPECIFIED,9,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,REYNOLDS,179,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,5000,5000,TOTAL,NOT SPECIFIED,"5,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,RIPLEY,181,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,13,13,,,,TOTAL,NOT SPECIFIED,13,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,RIPLEY,181,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,24000,24000,TOTAL,NOT SPECIFIED,"24,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,SHANNON,203,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,9,9,,,,TOTAL,NOT SPECIFIED,9,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,SHANNON,203,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,11000,11000,TOTAL,NOT SPECIFIED,"11,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,TANEY,213,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,18,18,,,,TOTAL,NOT SPECIFIED,18,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,TANEY,213,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,25000,25000,TOTAL,NOT SPECIFIED,"25,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,TEXAS,215,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,47,47,,,,TOTAL,NOT SPECIFIED,47,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,TEXAS,215,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,156000,156000,TOTAL,NOT SPECIFIED,"156,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WAYNE,223,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,18,18,,,,TOTAL,NOT SPECIFIED,18,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WAYNE,223,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,28000,28000,TOTAL,NOT SPECIFIED,"28,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WEBSTER,225,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,85,85,,,,TOTAL,NOT SPECIFIED,85,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WEBSTER,225,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,440000,440000,TOTAL,NOT SPECIFIED,"440,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WRIGHT,229,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,40,40,,,,TOTAL,NOT SPECIFIED,40,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WRIGHT,229,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,40000,40000,TOTAL,NOT SPECIFIED,"40,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,BUTLER,23,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,24,24,,,,TOTAL,NOT SPECIFIED,24,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,BUTLER,23,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,113000,113000,TOTAL,NOT SPECIFIED,"113,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,CAPE GIRARDEAU,31,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,44,44,,,,TOTAL,NOT SPECIFIED,44,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,CAPE GIRARDEAU,31,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,116000,116000,TOTAL,NOT SPECIFIED,"116,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,DUNKLIN,69,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,24,24,,,,TOTAL,NOT SPECIFIED,24,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,DUNKLIN,69,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,375000,375000,TOTAL,NOT SPECIFIED,"375,000",
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,MISSISSIPPI,133,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - OPERATIONS WITH SALES",,7,7,,,,TOTAL,NOT SPECIFIED,7,
CENSUS,1997,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,MISSISSIPPI,133,,,0,,COMMODITY TOTALS,"COMMODITY TOTALS, RETAIL, HUMAN CONSUMPTION - SALES, MEASURED IN $",,,,,24000,24000,TOTAL,NOT SPECIFIED,"24,000",
